*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 24, 2025 14:14:59

*RUN   1        : 1                         CSCER048 TUDU1501    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         CSCER048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
   15 087    11    0.00    0.00    0.00    0.00     6.4   0.000   0.006   0.000   0.017     0.1     0.0     0.5     0.0     306    0.00    0.31    0.00    0.47     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     18.     28.     38.     26.     27.     28.     29.     53.     57.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.1
   15 088    12    0.00    0.00    0.00    0.00     6.7   0.000   0.007   0.000   0.017     0.1     0.0     0.5     0.0     292    0.00    0.29    0.00    0.46     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     18.     27.     37.     25.     26.     27.     28.     50.     54.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.1
   15 089    13    0.00    0.00    0.00    0.00     7.0   0.000   0.007   0.000   0.018     0.1     0.0     0.5     0.0     276    0.00    0.28    0.00    0.43     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     17.     25.     35.     24.     25.     26.     26.     48.     51.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0
   15 090    14    0.00    0.00    0.00    0.00     7.2   0.000   0.007   0.000   0.018     0.1     0.0     0.3     0.0     237    0.00    0.24    0.00    0.32     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     12.     20.     28.     21.     22.     22.     23.     42.     46.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0
   15 091    15    0.00    0.00    0.01    0.00     7.4   0.000   0.007   0.000   0.018     0.1     0.0     0.3     0.0     214    0.00    0.21    0.00    0.27     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     10.     17.     25.     16.     20.     21.     22.     39.     43.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
   15 092    16    0.00    0.00    0.01    0.00     7.6   0.000   0.008   0.000   0.018     0.1     0.0     0.2     0.0     182    0.00    0.18    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      8.     14.     22.     14.     15.     18.     19.     35.     38.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 093    17    0.00    0.00    0.01    0.00     7.8   0.000   0.008   0.000   0.019     0.1     0.0     0.2     0.0     155    0.00    0.15    0.00    0.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      6.     11.     18.     12.     13.     13.     17.     31.     34.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 094    18    0.00    0.00    0.01    0.00     7.9   0.000   0.008   0.000   0.019     0.1     0.0     0.4     0.0     139    0.00    0.14    0.00    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      8.     10.     16.     11.     11.     11.     14.     27.     30.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 095    19    0.00    0.00    0.01    0.00     8.0   0.000   0.008   0.000   0.019     0.1     0.0     0.2     0.0     120    0.00    0.12    0.00    0.14     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      5.      9.     14.      9.     10.     10.     12.     23.     27.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 096    20    0.00    0.00    0.01    0.00     8.1   0.000   0.008   0.000   0.019     0.1     0.0     0.4     0.0     106    0.00    0.11    0.00    0.15     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      6.      8.     13.      8.      9.      9.     11.     20.     23.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 097    21    0.00    0.00    0.01    0.00     8.2   0.000   0.008   0.000   0.019     0.2     0.0     0.5     0.0     100    0.00    0.10    0.00    0.15     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      6.      7.     12.      7.      9.      9.     10.     18.     21.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 098    22    0.00    0.00    0.01    0.00     8.3   0.000   0.008   0.000   0.019     0.2     0.0     0.5     0.0      95    0.00    0.09    0.00    0.15     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      6.      7.     12.      8.      9.      9.      9.     16.     19.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 099    23    0.00    0.00    0.01    0.00     9.9   0.000   0.010   0.000   0.025     0.4     0.0     1.4     0.0    1565    0.00    1.56    0.00    5.38     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1480.      7.     12.      8.      8.      8.      8.     15.     17.     1.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 100    24    0.00    0.00    0.01    0.00    12.0   0.000   0.012   0.000   0.032     0.7     0.0     2.5     0.0    2065    0.00    2.06    0.00    7.31     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1980.      7.     12.      8.      9.      8.      8.     15.     17.     2.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     7.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 101    25    0.00    0.00    0.02    0.00    14.5   0.000   0.014   0.000   0.041     1.1     0.0     3.8     0.0    2503    0.00    2.50    0.00    9.32     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2416.      8.     13.      9.      9.      9.      9.     15.     17.     2.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     9.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 102    26    0.01    0.00    0.02    0.00    17.4   0.000   0.017   0.000   0.053     1.4     0.0     5.4     0.0    2900    0.00    2.90    0.00   11.56     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2807.      8.     14.      9.      9.      9.      9.     16.     18.     2.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    11.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 103    27    0.01    0.00    0.03    0.00    20.5   0.000   0.020   0.000   0.066     1.8     0.0     7.0     0.0    3112    0.00    3.11    0.00   13.14     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   3015.      7.     14.      9.     10.     10.     10.     18.     20.     3.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    13.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 104    28    0.01    0.00    0.04    0.00    23.3   0.000   0.023   0.000   0.079     2.0     0.0     8.2     0.0    2819    0.00    2.82    0.00   12.47     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2721.      5.     14.      9.     10.     10.     10.     20.     22.     2.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    12.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 105    29    0.01    0.00    0.04    0.00    25.7   0.000   0.026   0.000   0.090     2.1     0.0     8.9     0.0    2405    0.00    2.41    0.00   11.05     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2307.      2.     13.      9.     10.     10.     10.     21.     24.     2.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    10.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 106    30    0.01    0.00    0.05    0.00    27.8   0.000   0.028   0.000   0.100     2.2     0.0     9.3     0.0    2098    0.00    2.10    0.00    9.94     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1998.      0.     12.      8.     10.     10.     11.     23.     26.     2.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     9.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 107    31    0.02    0.00    0.06    0.00    29.7   0.000   0.030   0.000   0.109     2.2     0.0     9.4     0.0    1907    0.00    1.91    0.00    9.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1799.      0.     12.      8.     10.     10.     12.     26.     29.     1.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     9.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 108    32    0.02    0.00    0.07    0.00    31.1   0.000   0.031   0.000   0.110     0.7     0.0     2.6     0.0    1361    0.00    1.36    0.00    0.73     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1256.      0.      9.      7.      8.     11.     12.     27.     30.     1.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 109    33    0.02    0.00    0.07    0.00    32.8   0.000   0.033   0.000   0.113     1.6     0.0     5.5     0.0    1741    0.00    1.74    0.00    3.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1637.      0.      9.      6.      9.     10.     12.     27.     30.     1.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 110    34    0.02    0.00    0.08    0.00    34.3   0.000   0.034   0.000   0.118     2.0     0.0     7.0     0.0    1528    0.00    1.53    0.00    5.52     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1426.      0.      9.      7.      9.      9.     11.     26.     29.     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 111    35    0.02    0.00    0.09    0.00    35.6   0.000   0.036   0.000   0.122     1.9     0.0     6.6     0.0    1214    0.00    1.21    0.00    4.37     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1120.      0.      8.      7.      8.      9.     10.     25.     27.     1.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 112    36    0.02    0.00    0.09    0.00    36.5   0.000   0.037   0.000   0.126     1.7     0.0     6.1     0.0     990    0.00    0.99    0.00    3.66     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    902.      0.      8.      6.      7.      8.      9.     23.     26.     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 113    37    0.03    0.00    0.10    0.00    37.4   0.000   0.037   0.000   0.130     1.6     0.0     5.8     0.0     889    0.00    0.89    0.00    3.49     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    803.      0.      8.      6.      7.      8.      9.     22.     25.     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 114    38    0.03    0.00    0.10    0.00    38.2   0.000   0.038   0.000   0.133     1.5     0.0     5.5     0.0     811    0.00    0.81    0.00    3.38     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    726.      0.      8.      6.      7.      8.      9.     22.     25.     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 115    39    0.03    0.00    0.11    0.00    38.9   0.000   0.039   0.000   0.136     1.4     0.0     5.1     0.0     696    0.00    0.70    0.00    3.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    610.      0.      8.      6.      7.      8.      9.     22.     25.     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 116    40    0.03    0.00    0.11    0.00    39.7   0.000   0.040   0.000   0.139     1.2     0.0     4.6     0.0     733    0.00    0.73    0.00    2.93     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    644.      0.      8.      7.      8.      9.     10.     23.     25.     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 117    41    0.03    0.00    0.12    0.00    40.4   0.000   0.040   0.000   0.141     1.1     0.0     4.2     0.0     697    0.00    0.70    0.00    2.62     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    602.      0.      9.      7.      8.      9.     10.     24.     26.     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 118    42    0.03    0.00    0.12    0.00    41.0   0.000   0.041   0.000   0.144     1.0     0.0     3.7     0.0     644    0.00    0.64    0.00    2.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    541.      0.     10.      8.      9.     10.     11.     26.     28.     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 119    43    0.03    0.00    0.12    0.00    41.5   0.000   0.041   0.000   0.144     0.5     0.0     1.7     0.0     451    0.00    0.45    0.00    0.40     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    342.      1.     11.      9.     10.     11.     12.     28.     29.     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 120    44    0.03    0.00    0.13    0.00    42.0   0.000   0.042   0.000   0.146     0.9     0.0     3.0     0.0     517    0.00    0.52    0.00    1.56     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    405.      1.     11.      9.     10.     11.     12.     28.     29.     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 121    45    0.03    0.00    0.13    0.00    42.4   0.000   0.042   0.000   0.147     0.8     0.0     2.9     0.0     446    0.00    0.45    0.00    1.43     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    330.      1.     12.     10.     10.     12.     12.     29.     30.     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 122    46    0.03    0.00    0.13    0.00    42.7   0.000   0.043   0.000   0.147     0.3     0.0     0.9     0.0     245    0.00    0.25    0.00    0.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    144.      1.      7.      7.      8.     11.     12.     27.     28.     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 123    47    0.03    0.00    0.13    0.00    42.9   0.000   0.043   0.000   0.148     0.5     0.0     1.5     0.0     259    0.00    0.26    0.00    0.27     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    163.      2.      8.      6.      7.      9.     11.     26.     27.     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
