*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 27, 2025 22:35:44

*RUN   1        : 1                         WHAPS048 TUDU1501    1
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         WHAPS048
  
!                                                                                                                                      NO3 (ppm) at soil dep. (cm):                                            NH4 (ppm) at soil dep. (cm):                                            Total Inorganic N @dep(ppm):
!                                                                                                                                       0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD   NURTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDNC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NI9D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NH9D    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    NT9D    
   15 088    12     0     0    86.4    77.9     8.5     0.0    0.28   20.34    0.00    0.28    0.00    0.00    0.00    0.00    0.00    8.92     6.2     5.3    4.02    4.03    2.71    2.72    1.38    1.38    0.99    0.77    0.64    0.45    0.46    0.28    0.29    0.13    0.13    9.91    7.00    5.92    4.48    4.49    3.00    3.00    1.51    1.52
   15 089    13     0     0    86.4    78.8     7.7     0.0    0.31   21.17    0.00    0.29    0.00    0.01    0.00    0.00    0.00    7.95     6.8     5.3    4.07    4.07    2.74    2.74    1.39    1.40    0.91    0.69    0.58    0.41    0.41    0.26    0.26    0.12    0.12    8.86    7.53    5.91    4.47    4.49    3.00    3.00    1.51    1.52
   15 090    14     0     0    86.3    79.3     6.9     0.0    0.33   21.89    0.00    0.31    0.00    0.02    0.17    0.00    0.00    7.07     7.1     5.5    4.10    4.11    2.77    2.77    1.40    1.41    0.80    0.63    0.53    0.37    0.38    0.23    0.23    0.11    0.11    7.87    7.76    5.99    4.47    4.48    3.00    3.00    1.51    1.52
   15 091    15     0     0    86.2    79.9     6.3     0.0    0.35   22.54    0.00    0.32    0.00    0.03    0.24    0.00    0.00    6.77     7.2     5.6    4.19    4.12    2.78    2.78    1.41    1.42    0.73    0.56    0.48    0.34    0.34    0.21    0.21    0.10    0.10    7.50    7.75    6.09    4.52    4.46    2.99    2.99    1.51    1.52
   15 092    16     0     0    86.1    80.3     5.7     0.0    0.37   23.10    0.00    0.33    0.00    0.04    0.39    0.00    0.00    6.46     7.1     5.8    4.29    4.16    2.80    2.78    1.42    1.43    0.66    0.51    0.44    0.31    0.31    0.19    0.19    0.09    0.09    7.12    7.61    6.19    4.59    4.47    2.98    2.98    1.51    1.52
   15 093    17     0     0    86.0    80.7     5.3     0.0    0.39   23.56    0.00    0.34    0.00    0.05    0.42    0.06    0.00    6.33     6.8     5.7    4.39    4.17    2.88    2.81    1.45    1.44    0.62    0.47    0.41    0.28    0.29    0.17    0.17    0.08    0.08    6.96    7.23    6.15    4.67    4.46    3.06    2.99    1.53    1.53
   15 094    18     0     0    85.9    81.1     4.8     0.0    0.39   23.98    0.00    0.34    0.00    0.05    0.46    0.06    0.00    6.75     6.7     5.8    4.42    4.17    2.88    2.80    1.46    1.45    0.58    0.44    0.38    0.27    0.27    0.16    0.16    0.07    0.07    7.33    7.16    6.16    4.69    4.44    3.04    2.96    1.53    1.52
   15 095    19     0     0    85.8    81.3     4.5     0.0    0.39   24.34    0.00    0.34    0.00    0.05    0.56    0.09    0.00    6.62     6.5     5.8    4.49    4.18    2.95    2.82    1.48    1.46    0.54    0.41    0.35    0.25    0.25    0.14    0.15    0.07    0.07    7.16    6.89    6.12    4.74    4.43    3.09    2.97    1.54    1.53
   15 096    20     0     0    85.8    81.6     4.2     0.0    0.39   24.66    0.00    0.34    0.00    0.05    0.61    0.09    0.00    7.22     6.4     5.7    4.49    4.18    2.96    2.82    1.48    1.46    0.50    0.38    0.33    0.23    0.23    0.13    0.14    0.06    0.06    7.73    6.78    6.06    4.72    4.41    3.09    2.95    1.54    1.52
   15 097    21     0     0    85.7    81.9     3.9     0.0    0.39   24.96    0.00    0.34    0.00    0.05    0.64    0.09    0.00    7.86     6.3     5.7    4.48    4.17    2.96    2.82    1.48    1.47    0.47    0.36    0.31    0.22    0.21    0.12    0.12    0.06    0.06    8.33    6.69    6.00    4.70    4.39    3.09    2.94    1.54    1.52
   15 098    22    40     1   108.5    82.1    26.4    16.4    0.39   25.24    0.00    0.34    0.80    0.05    0.68    0.09    0.00    9.17     6.2     5.6    4.46    4.13    2.96    2.80    1.48    1.47   35.77    0.34    0.29    0.20    0.20    0.11    0.12    0.05    0.05   44.94    6.52    5.89    4.66    4.33    3.07    2.91    1.53    1.52
   15 099    23    40     1   114.9    83.9    31.0     9.4    0.39   26.93    0.00    0.34    1.29    0.05    0.76    0.09    0.00   11.54     6.2     5.6    4.47    4.15    2.96    2.81    1.49    1.47   43.39    0.31    0.27    0.19    0.18    0.11    0.11    0.05    0.05   54.94    6.48    5.88    4.66    4.33    3.07    2.91    1.53    1.52
   15 100    24    40     1   118.3    86.0    32.4     5.2    0.39   29.15    0.00    0.34    1.74    0.05    1.12    0.09    0.00   14.58     6.1     5.6    4.48    4.16    2.97    2.82    1.49    1.48   45.84    0.29    0.25    0.17    0.17    0.10    0.10    0.04    0.04   60.42    6.42    5.87    4.66    4.33    3.07    2.91    1.53    1.52
   15 101    25    40     1   119.9    88.3    31.7     2.6    0.41   31.81    0.00    0.35    1.94    0.06    1.92    0.09    0.00   18.03     6.0     5.6    4.50    4.18    2.98    2.82    1.50    1.48   45.14    0.25    0.23    0.16    0.15    0.09    0.09    0.04    0.04   63.17    6.28    5.87    4.65    4.33    3.07    2.91    1.53    1.52
   15 102    26    40     1   120.7    91.0    29.6     1.2    0.45   34.86    0.00    0.37    2.11    0.08    2.45    0.09    0.00   22.21     5.9     5.7    4.51    4.19    2.99    2.83    1.50    1.49   42.36    0.21    0.20    0.14    0.14    0.08    0.08    0.04    0.04   64.57    6.14    5.86    4.65    4.33    3.07    2.91    1.54    1.52
   15 103    27    40     1   120.4    93.8    26.6     0.5    0.52   38.13    0.00    0.40    2.24    0.12    3.27    0.09    0.00   26.59     5.7     5.7    4.53    4.21    3.00    2.84    1.51    1.49   38.08    0.16    0.18    0.12    0.12    0.07    0.07    0.03    0.04   64.67    5.89    5.85    4.65    4.33    3.07    2.92    1.54    1.53
   15 104    28    40     1   119.8    96.4    23.4     0.2    0.60   41.25    0.00    0.43    2.36    0.17    4.11    0.09    0.00   30.83     5.4     5.7    4.54    4.22    3.01    2.85    1.51    1.49   33.51    0.11    0.16    0.11    0.11    0.06    0.07    0.03    0.04   64.34    5.53    5.84    4.65    4.33    3.07    2.92    1.54    1.53
   15 105    29    40     1   119.1    98.3    20.7     0.1    0.69   43.85    0.00    0.46    2.49    0.23    4.86    0.09    0.00   34.47     5.0     5.7    4.55    4.23    3.02    2.86    1.51    1.50   29.60    0.07    0.14    0.10    0.10    0.06    0.06    0.03    0.03   64.07    5.09    5.81    4.65    4.33    3.08    2.92    1.55    1.53
   15 106    30    40     1   118.5   100.1    18.4     0.0    0.79   46.09    0.00    0.48    2.59    0.31    5.44    0.09    0.00   37.69     4.7     5.7    4.56    4.25    3.03    2.87    1.52    1.50   26.29    0.04    0.12    0.08    0.09    0.05    0.06    0.03    0.03   63.98    4.69    5.77    4.65    4.34    3.08    2.93    1.55    1.54
   15 107    31    40     1   118.0   101.5    16.5     0.0    0.91   48.04    0.00    0.49    2.68    0.41    5.99    0.09    0.00   13.24    14.2     7.4    4.89    4.36    3.03    2.88    1.52    1.51   23.46    0.02    0.10    0.07    0.08    0.05    0.05    0.03    0.04   36.69   14.25    7.55    4.97    4.44    3.08    2.93    1.56    1.54
   15 108    32    40     1   115.6   101.2    14.4     0.0    1.03   49.27    0.00    0.52    2.69    0.51    8.20    0.33    0.00   13.51    12.4     7.6    5.14    4.43    3.17    2.92    1.58    1.52   20.29    0.01    0.10    0.07    0.08    0.05    0.05    0.03    0.04   33.80   12.43    7.65    5.21    4.51    3.22    2.98    1.61    1.56
   15 109    33    40     1   114.5   102.1    12.4     0.0    1.13   50.79    0.00    0.54    2.71    0.59    9.29    0.41    0.00   16.36    11.4     7.5    5.21    4.43    3.21    2.93    1.60    1.53   17.34    0.00    0.09    0.06    0.07    0.04    0.05    0.03    0.03   33.71   11.42    7.59    5.27    4.50    3.25    2.98    1.63    1.56
   15 110    34    40     1   113.4   102.8    10.6     0.0    1.22   52.13    0.00    0.56    2.73    0.67   10.44    0.41    0.00   20.01    10.7     7.3    5.15    4.38    3.19    2.90    1.59    1.53   14.67    0.00    0.08    0.06    0.07    0.04    0.05    0.03    0.03   34.68   10.67    7.43    5.21    4.44    3.23    2.95    1.63    1.56
   15 111    35    40     1   111.9   102.8     9.1     0.0    1.29   53.16    0.00    0.56    2.75    0.73   11.98    0.41    0.00   22.91    10.0     7.1    5.08    4.32    3.17    2.87    1.59    1.53   12.35    0.00    0.07    0.06    0.06    0.04    0.04    0.03    0.03   35.27    9.96    7.19    5.13    4.38    3.21    2.92    1.62    1.56
   15 112    36    40     1   109.9   102.2     7.7     0.0    1.35   53.97    0.00    0.57    2.76    0.78   14.00    0.41    0.00   22.79     9.6     7.1    5.08    4.32    3.18    2.88    1.59    1.53   10.33    0.00    0.07    0.05    0.06    0.04    0.04    0.03    0.03   33.12    9.59    7.12    5.13    4.38    3.21    2.92    1.62    1.56
   15 113    37    40     1   107.5   101.0     6.5     0.0    1.41   54.65    0.00    0.57    2.77    0.84   16.43    0.41    0.00   22.47     9.0     6.9    5.07    4.33    3.18    2.88    1.60    1.54    8.59    0.00    0.06    0.05    0.05    0.03    0.04    0.03    0.03   31.06    8.98    6.98    5.12    4.38    3.21    2.92    1.63    1.57
   15 114    38    40     1   106.0   100.2     5.7     0.0    1.47   55.26    0.00    0.57    2.77    0.90   18.03    0.41    0.00   22.76     8.4     6.8    5.07    4.33    3.18    2.88    1.60    1.54    7.45    0.00    0.06    0.05    0.05    0.03    0.04    0.03    0.03   30.21    8.44    6.82    5.11    4.38    3.21    2.92    1.63    1.57
   15 115    39    40     1   103.6    98.6     5.1     0.0    1.55   55.83    0.00    0.57    2.78    0.97   20.46    0.41    0.00   23.01     7.5     6.5    5.04    4.34    3.19    2.89    1.60    1.54    6.44    0.00    0.05    0.04    0.05    0.03    0.04    0.03    0.03   29.45    7.50    6.50    5.09    4.39    3.22    2.92    1.63    1.57
   15 116    40    40     1   101.7    97.2     4.4     0.0    1.63   56.35    0.00    0.57    2.78    1.06   22.48    0.41    0.00   23.13     6.8     6.2    5.01    4.34    3.19    2.89    1.61    1.55    5.51    0.00    0.05    0.04    0.05    0.03    0.03    0.03    0.03   28.64    6.85    6.22    5.05    4.39    3.22    2.93    1.63    1.57
   15 117    41    40     1    98.9    95.2     3.8     0.0    1.75   56.83    0.00    0.57    2.78    1.18   25.34    0.41    0.00   21.65     6.6     5.8    4.96    4.35    3.19    2.90    1.61    1.55    4.48    0.00    0.04    0.04    0.05    0.03    0.03    0.03    0.03   26.13    6.59    5.84    5.00    4.39    3.22    2.93    1.64    1.58
   15 118    42    40     1    95.0    92.3     2.7     0.0    1.88   57.20    0.00    0.57    2.79    1.30   29.41    0.41    0.00   15.08     7.8     5.6    4.93    4.35    3.20    2.90    1.61    1.55    2.82    0.01    0.04    0.04    0.05    0.03    0.03    0.03    0.03   17.90    7.85    5.68    4.97    4.40    3.23    2.93    1.64    1.58
   15 119    43    40     1    92.8    90.5     2.3     0.0    2.02   57.46    0.00    0.57    2.79    1.44   31.68    0.41    0.00   13.17     7.8     5.5    4.89    4.34    3.19    2.90    1.62    1.56    2.14    0.01    0.04    0.04    0.05    0.03    0.03    0.03    0.03   15.31    7.80    5.51    4.93    4.39    3.22    2.93    1.64    1.59
   15 120    44    40     1    91.2    89.3     1.9     0.0    2.15   57.72    0.00    0.58    2.81    1.58   33.40    0.41    0.00   12.48     7.6     5.3    4.83    4.31    3.18    2.88    1.62    1.56    1.58    0.01    0.04    0.04    0.05    0.03    0.04    0.03    0.03   14.07    7.60    5.38    4.87    4.35    3.21    2.92    1.64    1.59
   15 121    45    40     1    88.0    86.5     1.5     0.0    2.29   57.92    0.00    0.58    2.81    1.71   36.76    0.41    0.00    4.18     6.1     6.6    5.51    4.53    3.23    2.87    1.62    1.56    0.93    0.02    0.04    0.04    0.05    0.03    0.04    0.03    0.03    5.11    6.12    6.61    5.54    4.57    3.26    2.90    1.64    1.59
   15 122    46    40     1    85.7    84.3     1.3     0.0    2.39   58.04    0.00    0.58    2.82    1.82   39.18    0.41    0.00    3.08     5.2     6.0    5.53    4.74    3.35    2.92    1.62    1.56    0.65    0.02    0.04    0.04    0.05    0.03    0.03    0.03    0.03    3.73    5.18    6.01    5.57    4.79    3.39    2.96    1.65    1.59
   15 123    47    40     1    82.7    81.6     1.1     0.0    2.49   58.15    0.00    0.58    2.82    1.91   42.23    0.41    0.00    1.39     4.0     5.4    5.47    4.91    3.50    2.99    1.64    1.56    0.32    0.02    0.04    0.04    0.05    0.03    0.03    0.03    0.03    1.71    3.98    5.45    5.51    4.96    3.53    3.03    1.67    1.59
   15 124    48    40     1    79.9    78.8     1.1     0.0    2.60   58.25    0.00    0.58    2.83    2.03   44.19    1.39    0.00    1.11     3.2     4.5    4.96    4.74    3.58    3.07    1.76    1.60    0.22    0.03    0.04    0.04    0.05    0.03    0.03    0.03    0.03    1.33    3.18    4.57    5.00    4.79    3.62    3.10    1.79    1.63
   15 125    49    40     1    77.0    76.0     1.0     0.0    2.78   58.36    0.00    0.58    2.84    2.20   47.28    1.39    0.00    0.57     2.4     3.9    4.68    4.74    3.64    3.10    1.78    1.60    0.06    0.03    0.04    0.04    0.05    0.03    0.04    0.03    0.03    0.63    2.43    3.91    4.72    4.79    3.67    3.14    1.81    1.63
   15 126    50    40     1    74.3    73.3     1.0     0.0    3.00   58.49    0.02    0.58    2.84    2.42   50.15    1.39    0.00    0.23     1.3     3.1    4.45    4.83    3.75    3.16    1.80    1.62    0.03    0.03    0.04    0.04    0.05    0.04    0.04    0.03    0.03    0.26    1.29    3.16    4.49    4.88    3.79    3.20    1.83    1.65
   15 127    51    40     1    71.7    70.6     1.1     0.0    3.25   58.61    0.09    0.58    2.85    2.67   51.47    2.80    0.00    0.20     1.0     2.5    3.74    4.40    3.74    3.23    1.92    1.65    0.03    0.05    0.05    0.05    0.05    0.04    0.04    0.03    0.03    0.23    1.06    2.55    3.79    4.45    3.78    3.27    1.95    1.68
   15 128    52    40     1    69.1    67.9     1.2     0.0    3.52   58.75    0.11    0.58    2.85    2.94   53.73    3.41    0.00    0.13     0.8     2.0    3.20    4.08    3.71    3.25    1.97    1.67    0.02    0.05    0.05    0.05    0.06    0.04    0.04    0.04    0.04    0.15    0.84    2.04    3.25    4.14    3.75    3.30    2.00    1.70
   15 129    53    40     1    66.5    65.3     1.2     0.0    3.80   58.91    0.12    0.58    2.85    3.23   56.62    3.41    0.00    0.07     0.5     1.5    2.73    3.83    3.71    3.26    1.98    1.67    0.03    0.05    0.04    0.05    0.06    0.05    0.05    0.04    0.04    0.09    0.60    1.58    2.77    3.89    3.76    3.30    2.01    1.71
   15 130    54    40     1    63.6    62.3     1.3     0.0    4.08   59.07    0.12    0.58    2.85    3.50   59.70    3.49    0.00    0.03     0.4     1.1    2.21    3.43    3.70    3.26    1.99    1.68    0.03    0.05    0.04    0.04    0.06    0.05    0.05    0.04    0.04    0.06    0.40    1.16    2.25    3.49    3.75    3.31    2.03    1.72
   15 131    55    40     1    60.9    59.6     1.2     0.0    4.33   59.22    0.12    0.58    2.85    3.75   62.65    3.49    0.00    0.02     0.2     0.8    1.75    2.98    3.70    3.25    1.99    1.68    0.02    0.05    0.04    0.04    0.05    0.05    0.05    0.04    0.04    0.04    0.28    0.84    1.78    3.03    3.75    3.31    2.03    1.72
   15 132    56    40     1    58.6    57.3     1.3     0.0    4.60   59.39    0.13    0.58    2.85    4.02   65.21    3.49    0.00    0.02     0.2     0.6    1.37    2.50    3.69    3.25    1.99    1.68    0.03    0.05    0.04    0.04    0.05    0.05    0.05    0.04    0.04    0.05    0.21    0.62    1.41    2.55    3.74    3.30    2.03    1.72
   15 133    57    40     1    56.7    55.5     1.3     0.0    4.90   59.56    0.13    0.58    2.85    4.32   67.36    3.49    0.00    0.02     0.1     0.4    1.08    2.05    3.68    3.24    1.99    1.69    0.04    0.06    0.04    0.04    0.04    0.05    0.05    0.04    0.04    0.06    0.18    0.47    1.12    2.10    3.74    3.30    2.04    1.73
   15 134    58    40     1    55.2    53.9     1.3     0.0    5.22   59.76    0.13    0.58    2.85    4.65   69.23    3.49    0.00    0.01     0.1     0.3    0.86    1.66    3.65    3.24    2.00    1.69    0.03    0.06    0.04    0.04    0.04    0.06    0.06    0.04    0.04    0.04    0.14    0.37    0.90    1.71    3.70    3.30    2.04    1.74
   15 135    59    40     1    53.9    52.5     1.3     0.0    5.56   59.96    0.13    0.58    2.85    4.98   70.90    3.49    0.00    0.00     0.1     0.3    0.68    1.34    3.58    3.24    2.00    1.70    0.03    0.06    0.04    0.04    0.04    0.06    0.06    0.04    0.04    0.04    0.12    0.29    0.72    1.38    3.64    3.30    2.05    1.74
   15 136    60    40     1    52.7    51.3     1.3     0.0    5.88   60.16    0.13    0.58    2.85    5.30   72.41    3.49    0.00    0.00     0.0     0.2    0.53    1.05    3.49    3.25    2.01    1.71    0.03    0.06    0.04    0.04    0.04    0.06    0.06    0.05    0.04    0.04    0.10    0.23    0.57    1.09    3.55    3.31    2.06    1.75
   15 137    61    40     1    51.6    50.3     1.4     0.0    6.20   60.36    0.13    0.58    2.85    5.63   73.77    3.49    0.00    0.00     0.0     0.1    0.42    0.81    3.37    3.26    2.02    1.71    0.04    0.06    0.04    0.04    0.04    0.05    0.06    0.05    0.04    0.05    0.09    0.19    0.45    0.85    3.43    3.32    2.06    1.76
   15 138    62    40     1    50.7    49.4     1.3     0.0    6.50   60.55    0.13    0.58    2.85    5.92   74.99    3.49    0.00    0.00     0.0     0.1    0.33    0.64    3.23    3.27    2.02    1.72    0.04    0.06    0.04    0.04    0.04    0.05    0.06    0.05    0.04    0.05    0.09    0.15    0.37    0.68    3.28    3.33    2.07    1.76
   15 139    63    40     1    49.9    48.6     1.3     0.0    6.78   60.74    0.13    0.58    2.85    6.21   76.10    3.49    0.00    0.01     0.0     0.1    0.26    0.50    3.07    3.28    2.03    1.72    0.05    0.06    0.04    0.04    0.04    0.05    0.06    0.05    0.04    0.06    0.08    0.13    0.30    0.54    3.12    3.34    2.08    1.77
   15 140    64    40     1    49.1    47.8     1.3     0.0    7.06   60.92    0.13    0.58    2.85    6.49   77.17    3.49    0.00    0.00     0.0     0.1    0.22    0.41    2.88    3.28    2.04    1.73    0.06    0.06    0.04    0.04    0.04    0.05    0.06    0.05    0.04    0.06    0.07    0.10    0.26    0.45    2.93    3.34    2.08    1.77
   15 141    65    40     1    48.3    47.0     1.3     0.0    7.33   61.08    0.13    0.58    2.85    6.75   78.19    3.49    0.00    0.01     0.0     0.0    0.15    0.34    2.70    3.29    2.04    1.74    0.06    0.07    0.04    0.03    0.04    0.05    0.06    0.05    0.04    0.07    0.08    0.08    0.18    0.38    2.75    3.35    2.09    1.78
   15 142    66    40     1    47.4    46.1     1.3     0.0    7.58   61.24    0.13    0.58    2.86    7.00   79.16    3.75    0.00    0.00     0.0     0.0    0.09    0.25    2.38    3.25    2.08    1.76    0.05    0.07    0.04    0.03    0.03    0.05    0.06    0.04    0.04    0.06    0.08    0.06    0.12    0.28    2.43    3.31    2.12    1.80
   15 143    67    40     1    46.6    45.4     1.2     0.0    7.80   61.39    0.13    0.58    2.86    7.23   80.12    3.75    0.00    0.00     0.0     0.0    0.06    0.18    2.21    3.25    2.08    1.76    0.03    0.05    0.03    0.03    0.03    0.04    0.06    0.04    0.04    0.03    0.06    0.05    0.09    0.21    2.26    3.31    2.13    1.80
   15 144    68    40     1    46.0    44.9     1.1     0.0    8.00   61.52    0.13    0.58    2.86    7.42   80.94    3.75    0.00    0.00     0.0     0.0    0.04    0.13    2.02    3.26    2.09    1.77    0.03    0.04    0.03    0.03    0.02    0.04    0.05    0.04    0.04    0.03    0.05    0.04    0.07    0.15    2.06    3.32    2.14    1.81
   15 145    69    40     1    45.1    44.0     1.1     0.0    8.18   61.64    0.13    0.58    2.86    7.61   81.67    4.07    0.00    0.00     0.0     0.0    0.03    0.09    1.76    3.18    2.12    1.78    0.02    0.04    0.02    0.02    0.02    0.04    0.05    0.04    0.04    0.02    0.04    0.03    0.05    0.11    1.80    3.24    2.16    1.82
   15 146    70    40     1    44.6    43.5     1.1     0.0    8.41   61.76    0.13    0.58    2.86    7.84   82.33    4.14    0.00    0.00     0.0     0.0    0.02    0.06    1.59    3.17    2.13    1.79    0.02    0.04    0.02    0.02    0.02    0.04    0.06    0.04    0.04    0.02    0.04    0.03    0.04    0.08    1.63    3.22    2.17    1.83
   15 147    71    40     1    44.3    43.2     1.1     0.0    8.66   61.88    0.13    0.58    2.86    8.08   82.94    4.14    0.00    0.00     0.0     0.0    0.01    0.05    1.45    3.17    2.13    1.79    0.03    0.04    0.02    0.02    0.02    0.04    0.06    0.04    0.04    0.03    0.04    0.03    0.04    0.07    1.49    3.23    2.17    1.83
   15 148    72    40     1    43.9    42.8     1.1     0.0    8.90   62.01    0.13    0.58    2.86    8.33   83.51    4.14    0.00    0.00     0.0     0.0    0.01    0.03    1.32    3.17    2.14    1.80    0.03    0.04    0.02    0.02    0.02    0.04    0.06    0.04    0.04    0.03    0.04    0.02    0.03    0.06    1.36    3.23    2.18    1.84
   15 149    73    40     1    43.7    42.5     1.1     0.0    9.16   62.14    0.13    0.58    2.86    8.58   84.05    4.14    0.00    0.00     0.0     0.0    0.01    0.03    1.20    3.18    2.14    1.80    0.03    0.04    0.02    0.02    0.02    0.04    0.06    0.04    0.04    0.03    0.04    0.02    0.03    0.05    1.24    3.23    2.18    1.84
   15 150    74    40     1    43.4    42.3     1.1     0.0    9.43   62.28    0.13    0.58    2.86    8.86   84.56    4.14    0.00    0.00     0.0     0.0    0.01    0.03    1.08    3.18    2.15    1.81    0.03    0.04    0.02    0.02    0.02    0.04    0.06    0.04    0.04    0.03    0.05    0.03    0.03    0.05    1.12    3.24    2.19    1.85
